Reg	St	Site Name                                                                		Site ID	EPA ID	Address	City	Zip	County			FF?	Latitude	Longitude	Final Date
?03?	DE	"KOPPERS CO., INC. (NEWPORT PLANT)"		?0300092?	DED980552244	FOOT OF LINDBURG ST 	NEWPORT	19804	NEW CASTLE			N	?+39.704710?	?-75.624160? 	8/30/1990
?03?	DE	NCR CORP. (MILLSBORO PLANT)		?0300061?	DED043958388	MITCHELL RD POB 607 	MILLSBORO	19966	SUSSEX			N	?+38.577500?	?-75.283060? 	7/22/1987
?03?	DE	"STANDARD CHLORINE OF DELAWARE, INC."		?0300058?	DED041212473	745 GOVERNOR LEA RD PO 319	NEW CASTLE	19720	NEW CASTLE			N	?+39.599580?	?-75.635830? 	7/22/1987
?03?	DE	TYBOUTS CORNER LANDFILL		?0300035?	DED000606079	US RTE 13 & DEL RTE 71 	NEW CASTLE	19720	NEW CASTLE			N	?+39.612500?	?-75.653330? 	9/8/1983
?03?	MD	ABERDEEN PROVING GROUND (EDGEWOOD AREA)		?0300421?	MD2210020036	OFF RTE 40 	EDGEWOOD	21010	HARFORD			Y	?+39.395400?	?-76.307730? 	2/21/1990
?03?	MD	ABERDEEN PROVING GROUND (MICHAELSVILLE LANDFILL)		?0300423?	MD3210021355	OFF RTE 40 	ABERDEEN	21005	HARFORD			Y	?+39.460600?	?-76.141400? 	10/4/1989
?03?	MD	ANDREWS AIR FORCE BASE		?0300420?	MD0570024000	ALLENTOWN ROAD 	ANDREWS AIR FORCE BASE	20762	PRINCE GEORGE'S			Y	?+38.791660?	?-76.875000? 	5/10/1999
?03?	MD	BELTSVILLE AGRICULTURAL RESEARCH CENTER (USDA)		?0300415?	MD0120508940	BEAVERDAM AND SHEEP ROADS 	BELTSVILLE	20705	PRINCE GEORGE'S			Y	?+39.029160?	?-76.884580? 	5/31/1994
?03?	MD	BRANDYWINE DRMO		?0304462?	MD9570024803	BRANDYWINE ROAD AND CHERRY TREE CROSSING 	BRANDYWINE	20613	PRINCE GEORGE'S			Y	?+38.698050?	?-76.845000? 	5/10/1999
?03?	MD	BUSH VALLEY LANDFILL		?0300258?	MDD980504195	BUSH RD POB 246 	ABINGDON	21009	HARFORD			N	?+39.467210?	?-76.261950? 	3/31/1989
?03?	MD	CENTRAL CHEMICAL (HAGERSTOWN)		?0303260?	MDD003061447	MITCHELL AVE 	HAGERSTOWN	21742	WASHINGTON			N	?+39.656660?	?-77.723610? 	9/25/1997
?03?	MD	CURTIS BAY COAST GUARD YARD		?0304341?	MD4690307844	2401 HAWKINS POINT RD 	BALTIMORE	21226	ANNE ARUNDEL			Y	?+39.200000?	?-76.572690? 	9/5/2002
?03?	MD	DWYER PROPERTY GROUND WATER PLUME		?0303618?	MDD985366756	NE OF INT. OF MD RTE 545 AND MD RTE 279 	ELKTON	21921	CECIL			N	?+39.612007?	?-75.844474? 	3/10/2011
?03?	MD	FORT DETRICK AREA B GROUND WATER		?0304606?	MDD985397249	810 SCHREIDER STREET 	FORT DETRICK	21702	FREDERICK			Y	?+39.434169?	?-77.446668? 	4/9/2009
?03?	MD	FORT GEORGE G. MEADE		?0300435?	MD9210020567	MARYLAND ROUTE 175 	ODENTON	21113	ANNE ARUNDEL			Y	?+39.083330?	?-76.715270? 	7/28/1998
?03?	MD	INDIAN HEAD NAVAL SURFACE WARFARE CENTER		?0300430?	MD7170024684	201 INDIAN HEAD HIGHWAY 	INDIAN HEAD	20640	CHARLES			Y	?+38.591380?	?-77.174300? 	9/29/1995
?03?	MD	KANE & LOMBARD STREET DRUMS		?0300344?	MDD980923783	KANE & LOMBARD STS 	BALTIMORE	21224	BALTIMORE CITY			N	?+39.295600?	?-76.541900? 	6/10/1986
?03?	MD	LIMESTONE ROAD		?0300292?	MDD980691588	LIMESTONE RD OFF RTE 51 	CUMBERLAND	21502	ALLEGANY			N	?+39.626380?	?-78.722210? 	9/8/1983
?03?	MD	"ORDNANCE PRODUCTS, INC."		?0303253?	MDD982364341	1079 MECHANICS VALLEY RD 	NORTH EAST	21901	CECIL			N	?+39.630830?	?-75.923880? 	9/25/1997
?03?	MD	PATUXENT RIVER NAVAL AIR STATION		?0300429?	MD7170024536	OPPOSITE LEXINGTON PARK (STATE HWY 235) 	PATUXENT RIVER	20670	ST. MARY'S			Y	?+38.270690?	?-76.419440? 	5/31/1994
?03?	MD	"SAND, GRAVEL AND STONE"		?0300316?	MDD980705164	RTE 40 	ELKTON	21921	CECIL			N	?+39.615280?	?-75.896380? 	9/8/1983
?03?	MD	SAUER DUMP		?0300348?	MDD981038334	4225 LYNHURST ROAD 	DUNDALK	21222	BALTIMORE			N	?+39.270267?	?-76.452710? 	3/15/2012
?03?	MD	"SPECTRON, INC."		?0300192?	MDD000218008	111 PROVIDENCE RD 	ELKTON	21921	CECIL			N	?+39.691240?	?-75.877770? 	5/31/1994
?03?	MD	WOODLAWN COUNTY LANDFILL		?0300265?	MDD980504344	FIRE TOWER & WAIBEL RDS. 	COLORA	21917	CECIL			N	?+39.641660?	?-76.090000? 	7/22/1987
?03?	PA	A.I.W. FRANK/MID-COUNTY MUSTANG		?0300773?	PAD004351003	INT RTE 202 & RTE 30 	EXTON	19341	CHESTER			N	?+40.031810?	?-75.603200? 	10/4/1989
?03?	PA	AVCO LYCOMING (WILLIAMSPORT DIVISION)		?0300699?	PAD003053709	652 OLIVER ST 	WILLIAMSPORT	17701	LYCOMING			N	?+41.244030?	?-77.041110? 	2/21/1990
?03?	PA	BAGHURST DRIVE		?0306939?	PAN000306939	NORTHERN INTERSECTION OF HENDRICKS ROAD AND BAGHURST DRIVE	HARLEYSVILLE	19438	MONTGOMERY			N	?+40.299483?	?-75.455133? 	9/22/2014
?03?	PA	BALLY GROUND WATER CONTAMINATION		?0301029?	PAD061105128	ROUTE 100 20 N THIRD STREET 	BALLY	19503	BERKS			N	?+40.398400?	?-75.593300? 	7/22/1987
?03?	PA	BELL LANDFILL		?0301509?	PAD980705107	TWP RTE 393 	TERRY TOWNSHIP	18853	BRADFORD			N	?+41.633060?	?-76.389160? 	10/4/1989
?03?	PA	BENDIX FLIGHT SYSTEMS DIVISION		?0300694?	PAD003047974	MONTROSE PLT 	SOUTH MONTROSE	18843	SUSQUEHANNA			N	?+41.797360?	?-75.886250? 	7/22/1987
?03?	PA	BERKS SAND PIT		?0301434?	PAD980691794	UNOBTAINABLE 	LONGSWAMP TOWNSHIP	19539	BERKS			N	?+40.464600?	?-75.627300? 	9/21/1984
?03?	PA	BLOSENSKI LANDFILL		?0301376?	PAD980539985	ROUTE 340 	WEST CALN TOWNSHIP	19376	CHESTER			N	?+40.020000?	?-75.910550? 	9/8/1983
?03?	PA	BOARHEAD FARMS		?0300963?	PAD047726161	LONELY COTTAGE DRIVE 	BRIDGETON TOWNSHIP	18972	BUCKS			N	?+40.545830?	?-75.125000? 	3/31/1989
?03?	PA	BORIT ASBESTOS		?0301842?	PAD981034887	6 MAPLE STREET 	AMBLER	19002	MONTGOMERY			N	?+40.153335?	?-75.228611? 	4/9/2009
?03?	PA	"BRESLUBE-PENN, INC."		?0301139?	PAD089667695	84 MONTOUR RD 	CORAOPOLIS	15108	ALLEGHENY			N	?+40.501380?	?-80.146380? 	6/17/1996
?03?	PA	BROWN'S BATTERY BREAKING		?0301625?	PAD980831812	446 FISHER DAM RD 	HAMBURG	19526	BERKS			N	?+40.519430?	?-76.001380? 	6/10/1986
?03?	PA	BUTLER MINE TUNNEL		?0301208?	PAD980508451	SUSQUEHANNA RIVER 	PITTSTON TOWNSHIP	18640	LUZERNE			N	?+41.326800?	?-75.789900? 	7/22/1987
?03?	PA	BUTZ LANDFILL		?0301833?	PAD981034705	RD #5 TWP RTE 601 	STROUDSBURG	18360	MONROE			N	?+41.033500?	?-75.343800? 	3/31/1989
?03?	PA	C & D RECYCLING		?0300881?	PAD021449244	R.D. #1 - SANDY RUN 	FOSTER TOWNSHIP	18224	LUZERNE			N	?+41.031380?	?-75.841660? 	7/22/1987
?03?	PA	CENTRE COUNTY KEPONE		?0300444?	PAD000436261	201 STRUBLE ROAD 	STATE COLLEGE	16801	CENTRE			N	?+40.823610?	?-77.808330? 	9/8/1983
?03?	PA	CHEM-FAB		?0300563?	PAD002323848	300 NORTH BROAD STREET 	Doylestown	18901	BUCKS			N	?+40.4?	?-075.13? 	3/19/2008
?03?	PA	COMMODORE SEMICONDUCTOR GROUP		?0301146?	PAD093730174	VAN BUREN & RITTENHOUSE RDS 	LOWER PROVIDENCE TOWNSHIP	19403	MONTGOMERY			N	?+40.124100?	?-75.419400? 	10/4/1989
?03?	PA	"CRATER RESOURCES, INC./KEYSTONE COKE CO./ALAN WOOD STEEL CO."		?0301193?	PAD980419097	2200 RENAISSANCE BOULEVARD 	UPPER MERION TOWNSHIP	19406	MONTGOMERY			N	?+40.081660?	?-75.342500? 	10/14/1992
?03?	PA	CROSSLEY FARM		?0302402?	PAD981740061	HUFF'S CHURCH ROAD & BLACKHEAD HILL 	HEREFORD TOWNSHIP	18056	BERKS			N	?+40.435410?	?-75.620610? 	10/14/1992
?03?	PA	CROYDON TCE		?0301849?	PAD981035009	RIVER ROAD 	CROYDON TOWNSHIP	19020	BUCKS			N	?+40.084930?	?-74.889200? 	6/10/1986
?03?	PA	"CRYOCHEM, INC."		?0300602?	PAD002360444	ROUTE 562 	WORMAN TOWNSHIP	19512	BERKS			N	?+40.317210?	?-75.691660? 	10/4/1989
?03?	PA	"DELTA QUARRIES & DISPOSAL, INC./STOTLER LANDFILL"		?0301982?	PAD981038052	SAND BANK RD 	ANTIS/LOGAN TWPS	16602	BLAIR			N	?+40.553610?	?-78.354450? 	3/31/1989
?03?	PA	DORNEY ROAD LANDFILL		?0301228?	PAD980508832	DORNEY RD 	UPPER MACUNGIE TOWNSHIP	19539	LEHIGH			N	?+40.527780?	?-75.654160? 	9/21/1984
?03?	PA	DOUGLASSVILLE DISPOSAL		?0300614?	PAD002384865	RTE 724 	DOUGLASSVILLE	19518	BERKS			N	?+40.257500?	?-75.735280? 	9/8/1983
?03?	PA	DRAKE CHEMICAL		?0300701?	PAD003058047	180 MYRTLE ST 	LOCK HAVEN	17745	CLINTON			N	?+41.129160?	?-77.443610? 	9/8/1983
?03?	PA	DUBLIN TCE SITE		?0302401?	PAD981740004	120 MILL ST./ WHISTLEWOOD APT-ROUTE 313 	DUBLIN BOROUGH	18917	BUCKS			N	?+40.370890?	?-75.204890? 	8/30/1990
?03?	PA	EAST MOUNT ZION		?0301426?	PAD980690549	DIENINGER ROAD 	SPRINGETTSBURY TOWNSHIP	17402	YORK			N	?+40.007500?	?-76.665280? 	9/21/1984
?03?	PA	EASTERN DIVERSIFIED METALS		?0301588?	PAD980830533	LINCOLN AVENUE 	HOMETOWN	18252	SCHUYLKILL			N	?+40.829430?	?-75.997500? 	10/4/1989
?03?	PA	ELIZABETHTOWN LANDFILL		?0301361?	PAD980539712	W RIDGE RD 	ELIZABETHTOWN	17022	LANCASTER			N	?+40.132780?	?-76.608180? 	3/31/1989
?03?	PA	FISCHER & PORTER CO.		?0300585?	PAD002345817	JACKSONVILLE & ST RD 	WARMINSTER	18974	BUCKS			N	?+40.183880?	?-75.092500? 	9/8/1983
?03?	PA	FOOTE MINERAL CO.		?0301103?	PAD077087989	15 S BACTON HILL RD 	EAST WHITELAND TOWNSHIP	19355	CHESTER			N	?+40.040000?	?-75.585270? 	10/14/1992
?03?	PA	FRANKLIN SLAG PILE (MDC)		?0305549?	PASFN0305549	3110 CASTOR AVENUE 	PHILADELPHIA	19134	PHILADELPHIA			N	?+39.983190?	?-75.083880? 	9/5/2002
?03?	PA	HAVERTOWN PCP		?0300574?	PAD002338010	EAGLE ROAD RC DRAWER F 	HAVERFORD	19083	DELAWARE			N	?+39.982780?	?-75.318610? 	9/8/1983
?03?	PA	HELEVA LANDFILL		?0301249?	PAD980537716	GARAGE HILL ST 	NORTH WHITEHALL TWP	18037	LEHIGH			N	?+40.670830?	?-75.562500? 	9/8/1983
?03?	PA	HELLERTOWN MANUFACTURING CO.		?0300623?	PAD002390748	1770 MAIN ST 	HELLERTOWN	18055	NORTHAMPTON			N	?+40.595410?	?-75.340940? 	3/31/1989
?03?	PA	HENDERSON ROAD		?0300847?	PAD009862939	372 S HENDERSON ROAD 	UPPER MERION TOWNSHIP	19406	MONTGOMERY			N	?+40.086930?	?-75.355550? 	9/21/1984
?03?	PA	HUNTERSTOWN ROAD		?0301595?	PAD980830897	RD #5 	STRABAN TOWNSHIP	17325	ADAMS			N	?+39.853050?	?-77.206110? 	6/10/1986
?03?	PA	INDUSTRIAL LANE		?0301211?	PAD980508493	INDUSTRIAL DR 	WILLIAMS TOWNSHIP	18042	NORTHAMPTON			N	?+40.665830?	?-75.228610? 	9/21/1984
?03?	PA	"JACKS CREEK/SITKIN SMELTING & REFINING, INC."		?0301569?	PAD980829493	PO BOX 708 	MAITLAND	17044	MIFFLIN			N	?+40.641530?	?-77.475280? 	10/4/1989
?03?	PA	"JACKSON CERAMIX, INC"		?0300517?	PAD001222025	ROUTE 950 	FALLS CREEK	15840	JEFFERSON			N	?+41.139160?	?-78.801940? 	9/14/2005
?03?	PA	KEYSTONE SANITATION LANDFILL		?0300995?	PAD054142781	RD #1 	UNION TOWNSHIP	17331	ADAMS			N	?+39.724450?	?-77.036110? 	7/22/1987
?03?	PA	KIMBERTON		?0301432?	PAD980691703	COLD STREAM & HARES HILL ROADS 	EAST PIKELAND TOWNSHIP	19442	CHESTER			N	?+40.126950?	?-75.575000? 	9/8/1983
?03?	PA	LETTERKENNY ARMY DEPOT (PDO AREA)		?0302458?	PA2210090054	N FRANKLIN ST 	FRANKLIN COUNTY	17201	FRANKLIN			Y	?+40.007500?	?-77.640000? 	3/13/1989
?03?	PA	LETTERKENNY ARMY DEPOT (SE AREA)		?0302467?	PA6213820503	N FRANKLIN ST EXT 	CHAMBERSBURG	17201	FRANKLIN			Y	?+39.995700?	?-77.644400? 	7/22/1987
?03?	PA	LINDANE DUMP		?0301544?	PAD980712798	RTE 28 & SPRING HILL ROAD 	HARRISON TOWNSHIP	15065	ALLEGHENY			N	?+40.625700?	?-79.715500? 	9/8/1983
?03?	PA	LORD-SHOPE LANDFILL		?0301231?	PAD980508931	RD #1 PIEPER ROAD 	GIRARD TOWNSHIP	16417	ERIE			N	?+41.977780?	?-80.352500? 	9/8/1983
?03?	PA	LOWER DARBY CREEK AREA		?0305521?	PASFN0305521	DARBY CRK BETWEEN  COBBS CRK AND DELAWARE RIVER	DARBY TWP	19023	DELAWARE			N	?+39.885550?	?-75.267770? 	6/14/2001
?03?	PA	MALVERN TCE		?0300868?	PAD014353445	258 N PHOENIXVILLE PK 	MALVERN	19355	CHESTER			N	?+40.061660?	?-75.568050? 	9/8/1983
?03?	PA	METAL BANK		?0300951?	PAD046557096	COTTMAN & DELAWARE AVE 	PHILADELPHIA	19135	PHILADELPHIA			N	?+40.024160?	?-75.027780? 	9/8/1983
?03?	PA	METRO CONTAINER CORPORATION		?0300939?	PAD044545895	CORNER OF WEST 2ND ST. AND PRICE STREET 	TRAINER	19061	DELAWARE			N	?+39.824961?	?-75.399047? 	3/15/2012
?03?	PA	MILL CREEK DUMP		?0301185?	PAD980231690	3081 W 17TH ST 	ERIE	16505	ERIE			N	?+42.093330?	?-80.152780? 	9/21/1984
?03?	PA	MODERN SANITATION LANDFILL		?0301322?	PAD980539068	4400 MT. PISGAH ROAD 	LOWER WINDSOR TWP	17406	YORK			N	?+39.960560?	?-76.592500? 	6/10/1986
?03?	PA	MW MANUFACTURING		?0301428?	PAD980691372	STATE ROUTE 54 AND I-80 	VALLEY TOWNSHIP	17821	MONTOUR			N	?+40.990000?	?-76.641660? 	6/10/1986
?03?	PA	NAVAL AIR DEVELOPMENT CENTER (8 WASTE AREAS)		?0302466?	PA6170024545	ST & JACKSONVILLE ROAD 	WARMINSTER TOWNSHIP	18974	BUCKS			Y	?+40.199600?	?-75.064200? 	10/4/1989
?03?	PA	NAVY SHIPS PARTS CONTROL CENTER		?0302460?	PA3170022104	OFF STATE HIGHWAY 641 	MECHANICSBURG	17055	CUMBERLAND			Y	?+40.223880?	?-076.993610? 	5/31/1994
?03?	PA	NORTH PENN - AREA 1		?0301156?	PAD096834494	162 N MAIN ST 	SOUDERTON	18964	MONTGOMERY			N	?+40.310800?	?-75.325200? 	3/31/1989
?03?	PA	NORTH PENN - AREA 12		?0301012?	PAD057152365	TROOPER RD 	WORCESTER	19490	MONTGOMERY			N	?+40.180700?	?-75.353700? 	2/21/1990
?03?	PA	NORTH PENN - AREA 2		?0300579?	PAD002342475	1 SPRING AVE 	HATFIELD	19440	MONTGOMERY			N	?+40.293880?	?-75.297780? 	10/4/1989
?03?	PA	NORTH PENN - AREA 5		?0301452?	PAD980692693	MAPLE DR 	MONTGOMERY TOWNSHIP	18915	MONTGOMERY			N	?+40.272100?	?-75.245100? 	3/31/1989
?03?	PA	NORTH PENN - AREA 6		?0301733?	PAD980926976	W 3RD ST 	LANSDALE	19446	MONTGOMERY			N	?+40.248330?	?-75.295630? 	3/31/1989
?03?	PA	NORTH PENN - AREA 7		?0300629?	PAD002498632	WISSAHICKON AVE 	NORTH WALES	19454	MONTGOMERY			N	?+40.218060?	?-75.278880? 	3/31/1989
?03?	PA	NOVAK SANITARY LANDFILL		?0301109?	PAD079160842	PARKLAND TERRACE RD & LAPP RD 	SOUTH WHITEHALL TOWNSHIP	18104	LEHIGH			N	?+40.633200?	?-75.561100? 	10/4/1989
?03?	PA	OCCIDENTAL CHEMICAL CORP./FIRESTONE TIRE & RUBBER CO.		?0301183?	PAD980229298	ARMAND HAMMER BLVD 	LOWER POTTSGROVE TOWNSHIP	19464	MONTGOMERY			N	?+40.232080?	?-75.614160? 	10/4/1989
?03?	PA	OHIO RIVER PARK		?0301227?	PAD980508816	GRAND AVE 	NEVILLE ISLAND	15225	ALLEGHENY			N	?+40.518610?	?-80.152500? 	8/30/1990
?03?	PA	OLD CITY OF YORK LANDFILL		?0301441?	PAD980692420	RD# 1 SOUTH RD 	SEVEN VALLEYS	17360	YORK			N	?+39.840280?	?-76.759710? 	9/8/1983
?03?	PA	OLD WILMINGTON ROAD GW CONTAMINATION		?0302420?	PAD981938939	OLD WILMINGTON ROAD 	SADSBURYVILLE	19320	CHESTER			N	?+39.995830?	?-75.908330? 	2/4/2000
?03?	PA	OSBORNE LANDFILL		?0301541?	PAD980712673	0.5 MILES E OF TOWN 	GROVE CITY	16127	MERCER			N	?+41.161110?	?-80.058330? 	9/8/1983
?03?	PA	PALMERTON ZINC PILE		?0300624?	PAD002395887	211 FRANKLIN ST 	PALMERTON	18071	CARBON			N	?+40.808330?	?-75.583330? 	9/8/1983
?03?	PA	PAOLI RAIL YARD		?0301447?	PAD980692594	RR SERVICE SHOP 	PAOLI	19301	CHESTER			N	?+40.043180?	?-75.492910? 	8/30/1990
?03?	PA	PRICE BATTERY LEAD SMELTER		?0305679?	PAN000305679	246 GRAND STREET 	HAMBURG	19526	BERKS			N	?+40.549500?	?-75.980220? 	4/27/2005
?03?	PA	RAYMARK		?0300894?	PAD039017694	220 JACKSONVILLE RD 	HATBORO	19040	MONTGOMERY			N	?+40.179710?	?-75.098610? 	10/4/1989
?03?	PA	RECTICON/ALLIED STEEL CORP.		?0300596?	PAD002353969	RTE 724 & WELLS RD 	E COVENTRY TWP	19457	CHESTER			N	?+40.203460?	?-75.589030? 	10/4/1989
?03?	PA	REVERE CHEMICAL CO.		?0300982?	PAD051395499	SOUTHEAST SIDE OF ROUTE 611 	NOCKAMIXON TOWNSHIP	18972	BUCKS			N	?+40.502780?	?-75.168880? 	7/22/1987
?03?	PA	"RODALE MANUFACTURING CO., INC."		?0301744?	PAD981033285	6TH & MINOR STREETS 	EMMAUS BOROUGH	18049	LEHIGH			N	?+40.531110?	?-75.493330? 	10/14/1992
?03?	PA	RYELAND ROAD ARSENIC SITE		?0301755?	PAD981033459	RYELAND ROAD 	HEIDELBERG TWP	19567	BERKS			N	?+40.353950?	?-76.175360? 	7/22/2004
?03?	PA	SAEGERTOWN INDUSTRIAL AREA		?0301442?	PAD980692487	GRANT ST 	SAEGERTOWN	16433	CRAWFORD			N	?+41.718840?	?-80.142970? 	2/21/1990
?03?	PA	SAFETY LIGHT CORPORATION		?0304257?	PAD987295276	4150 A. OLD BERWICK ROAD 	BLOOMSBURG	17815	COLUMBIA			N	?+41.015270?	?-76.376380? 	4/27/2005
?03?	PA	SALFORD QUARRY		?0301486?	PAD980693204	610 QUARRY ROAD 	LOWER SALFORD TOWNSHIP	19438	MONTGOMERY			N	?+40.251940?	?-75.382220? 	9/23/2009
?03?	PA	SHARON STEEL CORP (FARRELL WORKS DISPOSAL AREA)		?0300530?	PAD001933175	300 OHIO STREET 	HERMITAGE	16159	MERCER			N	?+41.198610?	?-80.510270? 	7/28/1998
?03?	PA	SHRIVER'S CORNER		?0301594?	PAD980830889	RD #6 ALONG RTE 394 	STRABAN TOWNSHIP	17325	ADAMS			N	?+39.899900?	?-77.205500? 	6/10/1986
?03?	PA	STANLEY KESSLER		?0300862?	PAD014269971	103 QUEENS DR 	KING OF PRUSSIA	19406	MONTGOMERY			N	?+40.083880?	?-75.355000? 	9/8/1983
?03?	PA	STRASBURG LANDFILL		?0300449?	PAD000441337	STRASBURG ROAD 	NEWLIN TOWNSHIP	19320	CHESTER			N	?+39.944430?	?-75.768060? 	3/31/1989
?03?	PA	TOBYHANNA ARMY DEPOT		?0302464?	PA5213820892	11 HAP ARNOLD BOULEVARD 	TOBYHANNA	18466	MONROE			Y	?+41.193050?	?-75.419430? 	8/30/1990
?03?	PA	TONOLLI CORP.		?0301087?	PAD073613663	RTE 54 	NESQUEHONING	18240	CARBON			N	?+40.850560?	?-75.881110? 	10/4/1989
?03?	PA	TYSONS DUMP		?0301436?	PAD980692024	310 BROWNLIE RD. 	UPPER MERION TWP	19406	MONTGOMERY			N	?+40.111380?	?-75.362780? 	9/21/1984
?03?	PA	UGI COLUMBIA GAS PLANT		?0301328?	PAD980539126	FRONT STREET 	COLUMBIA	17512	LANCASTER			N	?+40.026200?	?-76.498380? 	5/31/1994
?03?	PA	VALMONT TCE SITE   (FORMER - VALMONT INDUSTRIAL PARK)		?0303307?	PAD982363970	DEER RUN ROAD 	WEST HAZLETON	18201	LUZERNE			N	?+40.967770?	?-76.015550? 	9/13/2001
?03?	PA	WALSH LANDFILL		?0301570?	PAD980829527	WALSH ROAD 	HONEYBROOK TOWNSHIP	19344	CHESTER			N	?+40.119710?	?-75.915280? 	9/21/1984
?03?	PA	WATSON JOHNSON LANDFILL		?0301517?	PAD980706824	E PUMPING STA RD 	RICHLAND TOWNSHIP	18951	BUCKS			N	?+40.460130?	?-75.331860? 	9/13/2001
?03?	PA	WESTINGHOUSE ELECTRIC CORP. (SHARON PLANT)		?0300811?	PAD005000575	469 SHARPSVILLE AVE 	SHARON	16146	MERCER			N	?+41.243400?	?-80.505800? 	8/30/1990
?03?	PA	WESTINGHOUSE ELEVATOR CO. PLANT		?0300932?	PAD043882281	"1200BIGLERSVILLE RD, RTE 34 N "	GETTYSBURG	17325	ADAMS			N	?+39.857210?	?-77.240000? 	6/10/1986
?03?	PA	WHITMOYER LABORATORIES		?0300643?	PAD003005014	19 N RAILROAD ST 	JACKSON TOWNSHIP	17067	LEBANON			N	?+40.364710?	?-76.325000? 	6/10/1986
?03?	PA	WILLIAM DICK LAGOONS		?0301252?	PAD980537773	TELEGRAPH ROAD 	WEST CALN TOWNSHIP	19376	CHESTER			N	?+40.041930?	?-75.898060? 	7/22/1987
?03?	PA	WILLOW GROVE NAVAL AIR AND AIR RESERVE STATION		?0303820?	PAD987277837	RT 611 & COUNTY LINE ROAD 	HORSHAM	19040	MONTGOMERY			Y	?+40.192220?	?-75.147500? 	9/29/1995
?03?	VA	ABEX CORP.		?0302667?	VAD980551683	RANDOLPH + GREEN ST 	PORTSMOUTH	23704	PORTSMOUTH CITY			N	?+36.826500?	?-76.304500? 	8/30/1990
?03?	VA	"ARROWHEAD ASSOCIATES, INC./SCOVILL CORP."		?0302565?	VAD042916361	RTE 3 	MONTROSS	22520	WESTMORELAND			N	?+38.086660?	?-76.791110? 	2/21/1990
?03?	VA	"ATLANTIC WOOD INDUSTRIES, INC."		?0302836?	VAD990710410	3950 ELM ST 	PORTSMOUTH	23704	PORTSMOUTH CITY			N	?+36.80719?	?-076.297032? 	2/21/1990
?03?	VA	"AVTEX FIBERS, INC."		?0302606?	VAD070358684	404 KENDRICK LANE 	FRONT ROYAL	22630	WARREN			N	?+38.925560?	?-78.211660? 	6/10/1986
?03?	VA	BUCKINGHAM COUNTY LANDFILL		?0302624?	VAD089027973	ST RTE 640 W OF US RTE 15 	BUCKINGHAM	23936	BUCKINGHAM			N	?+37.514160?	?-78.516660? 	10/4/1989
?03?	VA	"C & R BATTERY CO., INC."		?0302581?	VAD049957913	1320 BELLWOOD RD 	CHESTERFIELD COUNTY	23237	CHESTERFIELD			N	?+37.418000?	?-77.415000? 	7/22/1987
?03?	VA	CHISMAN CREEK		?0302756?	VAD980712913	WOLF TRAP RD 	YORK COUNTY	23692	YORK			N	?+37.177000?	?-76.463100? 	9/8/1983
?03?	VA	"CULPEPER WOOD PRESERVERS, INC."		?0302592?	VAD059165282	RTE 666 	CULPEPER	22701	CULPEPER			N	?+38.483330?	?-77.960000? 	10/4/1989
?03?	VA	DEFENSE GENERAL SUPPLY CENTER (DLA)		?0302849?	VA3971520751	JEFFERSON DAVIS HGY 	CHESTERFIELD COUNTY	23237	CHESTERFIELD			Y	?+37.418900?	?-77.448500? 	7/22/1987
?03?	VA	FIRST PIEDMONT CORP. ROCK QUARRY (ROUTE 719)		?0302708?	VAD980554984	RTE 360 STATE RD 719 	PITTSYLVANIA COUNTY	24531	PITTSYLVANIA			N	?+36.665830?	?-79.348610? 	7/22/1987
?03?	VA	FORMER NANSEMOND ORDNANCE DEPOT		?0302639?	VAD123933426	STATE ROUTE 135 	SUFFOLK	23435	SUFFOLK CITY			N	?+36.899720?	?-76.434720? 	7/22/1999
?03?	VA	FORT EUSTIS (US ARMY)		?0302859?	VA6210020321	END OF MULBERRY ISLAND 	NEWPORT NEWS	23604	NEWPORT NEWS CITY			Y	?+37.105000?	?-76.568330? 	12/16/1994
?03?	VA	GREENWOOD CHEMICAL CO.		?0302523?	VAD003125374	PO BOX 26 OFF STATE RTE 690 	NEWTOWN	22943	ALBEMARLE			N	?+38.044710?	?-78.786380? 	7/22/1987
?03?	VA	"H & H INC., BURN PIT"		?0302659?	VAD980539878	10 MILES N RTE 33 	FARRINGTON	23192	HANOVER			N	?+37.724300?	?-77.585700? 	3/31/1989
?03?	VA	HIDDEN LANE LANDFILL		?0302762?	VAD980829030	"OFF OF PERSIMMON LN, ~3/4 MILE N OF RT 7 "	Sterling	20165	LOUDOUN			N	?+39.05358?	?-077.4255? 	3/19/2008
?03?	VA	KIM-STAN LANDFILL		?0302612?	VAD077923449	VA ROUTE 696 	SELMA	24474	ALLEGHANY			N	?+37.800270?	?-79.861660? 	7/22/1999
?03?	VA	L.A. CLARKE & SON		?0302542?	VAD007972482	ROUTE 608 	SPOTSYLVANIA	22553	SPOTSYLVANIA			N	?+38.236110?	?-77.432500? 	6/10/1986
?03?	VA	LANGLEY AIR FORCE BASE/NASA LANGLEY RESEARCH CENTER		?0303768?	VA2800005033	OFF STATE HIGHWAY 187  	HAMPTON	23665	HAMPTON CITY			Y	?+37.069990?	?-76.358610? 	5/31/1994
?03?	VA	MARINE CORPS COMBAT DEVELOPMENT COMMAND		?0302840?	VA1170024722	5TH STREET 	QUANTICO	22134	PRINCE WILLIAM			Y	?+38.521660?	?-77.290000? 	5/31/1994
